제목,브랜드,방,가격
양드레하우스,신논현점 Room 2A,#여성전용 #셰어하우스,100 / 40만원 (2인실)
양드레하우스,신논현2호점 1인실A,#여성전용 #셰어하우스,100 / 53만원 (1인실)
동거동락,10호 건국대점 D룸,#여성전용 #셰어하우스,112 / 52만원 (1인실)
양드레하우스,강남2호점 2인실_2A,#여성전용 #셰어하우스,100 / 33만원 (2인실)
하메 쉐어하우스,목동점(신정역) A룸 1인실,#여성전용 #셰어하우스,100 / 49만원 (1인실)
동거동락,19호 서울대입구점 D룸,#여성전용 #셰어하우스,108 / 50만원 (1인실)
셰어하우스 쉼,서울대입구역점 1인실A,#여성전용 #셰어하우스,100 / 52만원 (1인실)
동거동락,21호 청담점 B룸,#여성전용 #셰어하우스,112 / 46만원 (1인실)
쉐어하우스 STAY,건대입구점 ROOM B,#여성전용 #셰어하우스,100 / 43만원 (1인실)
쉐어하우스 리시안,이수역 1호 Room C,#여성전용 #셰어하우스,100 / 44만원 (1인실)
네잎클로버 하우스,투미닛_봉천역 1인실(프리미엄),#여성전용 #셰어하우스,96 / 48만원 (1인실)
그린,엔틱 하우스 ROOM 1,#여성전용 #셰어하우스,100 / 48만원 (1인실)
쉐어하우스 이층집,건대역 2호점 D룸,#여성전용 #셰어하우스,100 / 46만원 (1인실)
그린,서울대입구역 2호점 room 1,#여성전용 #셰어하우스,100 / 48만원 (1인실)
JAMI 쉐어하우스,대림점 1인실 1,#여성전용 #셰어하우스,100 / 43만원 (1인실)
그래,군자 대학가점 Room B,#남성전용 #셰어하우스,110 / 45만원 (1인실)
우주,29호점 Room C,#여성전용 #셰어하우스,110 / 47만원 (1인실)
우주,32호점 Room B,#남성전용 #셰어하우스,90 / 37만원 (2인실)
스테이영 쉐어하우스,서울대입구점 2인실,#여성전용 #셰어하우스,50 / 39만원 (2인실)
동거동락,15호 서울대입구역점 D룸,#여성전용 #셰어하우스,120 / 54만원 (1인실)
그린,서울대입구역점 Room C,#여성전용 #셰어하우스,100 / 45만원 (1인실)
셰어하우스 쉼,봉천역점 1인실A,#여성전용 #셰어하우스,100 / 52만원 (1인실)
포그니 쉐어하우스,신림역점 2인실 C,#여성전용 #셰어하우스,35 / 35만원 (2인실)
달램쉐어하우스,신대방점 신대방C,#여성전용 #셰어하우스,600 / 27만원 (1인실)
품안의 새,어번_신림역 Room ImL,#여성전용 #셰어하우스,80 / 40만원 (2인실)
품안의 새,쎄라픽_봉천역 Room ImQ,#여성전용 #셰어하우스,90 / 45만원 (1인실)
에이블하우스,관악 2호점(AH Branch 02) A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
에이블하우스,관악 4호점 A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
이든 쉐어하우스,청담역점 룸3(3인실),#여성전용 #셰어하우스,100 / 41만원 (3인실)
우주,30호점 Room B,#여성전용 #셰어하우스,86 / 35만원 (2인실)
우주,33호점 Room B,#여성전용 #셰어하우스,102 / 43만원 (2인실)
우주,51호점 Room C,#여성전용 #셰어하우스,94 / 39만원 (2인실)
우주,28호점 Room A,#남성전용 #셰어하우스,104 / 44만원 (1인실)
우주,31호점 Room A,#여성전용 #셰어하우스,106 / 45만원 (1인실)
에이블하우스,관악 3호점 A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
올리브 쉐어하우스,신림역 1호점 Room A,#여성전용 #셰어하우스,90 / 43만원 (1인실)
지붕,뚝섬유원지역점 Room C,#여성전용 #셰어하우스,50 / 42만원 (2인실)
동거동락,23호 서울대입구역점 D룸,#여성전용 #셰어하우스,116 / 50만원 (1인실)
설렘 쉐어하우스,신림역점 Room B (1인실),#여성전용 #셰어하우스,92 / 46만원 (1인실)
행복하셰어,역삼점 A Room(1인실),#여성전용 #셰어하우스,100 / 53만원 (1인실)
동거동락,6호 군자점 C룸,#여성전용 #셰어하우스,109 / 51만원 (1인실)
쉐어하우스 리시안,사당역 2호 Room C,#여성전용 #셰어하우스,100 / 52만원 (1인실)
동거동락,11호 서울대점 B룸,#여성전용 #셰어하우스,107 / 50만원 (1인실)
미카사 하우스,1호 봉천 1인실(1),#여성전용 #셰어하우스,120 / 51만원 (1인실)
세기 하우스,봉천점 1인실(A),#여성전용 #셰어하우스,80 / 40만원 (1인실)
쉐어하우스 리시안,사당역 3호(오픈) Room B,#여성전용 #셰어하우스,100 / 52만원 (1인실)
우주,18호점 Room D,#여성전용 #셰어하우스,80 / 33만원 (3인실)
양드레하우스,군자2호점 1B,#여성전용 #셰어하우스,100 / 52만원 (1인실)
쉐어하우스 STAY,건대1호점 ROOM C,#여성전용 #셰어하우스,100 / 33만원 (2인실)
쉐어하우스 루트,방배점 1인실,#여성전용 #셰어하우스,100 / 50만원 (1인실)
방배웰빙쉐어하우스,사당역 2호점 Room C,#여성전용 #셰어하우스,70 / 42만원 (1인실)
양드레하우스,교대점 Room 1C,#여성전용 #셰어하우스,100 / 54만원 (1인실)
바다,구디(구로디지털)집 D Room,#여성전용 #셰어하우스,100 / 50만원 (1인실)
연남0123/사당0123,사당0123 2인실,#여성전용 #셰어하우스,70 / 36만원 (2인실)
동거동락,30호점 G룸,#여성전용 #셰어하우스,124 / 52만원 (1인실)
동거동락,28C 방배점 F룸,#여성전용 #셰어하우스,118 / 51만원 (1인실)
동거동락,28A 방배점 G룸,#남성전용 #셰어하우스,121 / 52만원 (1인실)
동거동락,28B 방배점 D룸,#여성전용 #셰어하우스,120 / 52만원 (1인실)
쉐어하우스 소소한,서초 1호점 roomC,#여성전용 #셰어하우스,100 / 43만원 (3인실)
양드레하우스,역삼점 1B,#여성전용 #셰어하우스,100 / 57만원 (1인실)
양드레하우스,강남그랜드점 1X_복층,#여성전용 #셰어하우스,150 / 52만원 (1인실)
쉐어하우스 withsomething,역삼점 2,#남성전용 #셰어하우스,180 / 65만원 (1인실)
아띠 쉐어빌리지,핑크하우스 Room B,#성별무관 #셰어하우스,50 / 46만원 (1인실)
마주봄 쉐어하우스,양재2호점 B룸 1인실,#여성전용 #셰어하우스,100 / 47만원 (1인실)
다락,블랑하우스 Room A,#남성전용 #셰어하우스,50 / 39만원 (1인실)
애플트리 쉐어하우스,선릉&한티점 Room A,#남성전용 #셰어하우스,50 / 45만원 (1인실)
팸하우스,양재점 Room B,#여성전용 #셰어하우스,100 / 46만원 (1인실)
우주,76호점 Room C,#여성전용 #셰어하우스,120 / 52만원 (1인실)
함께꿈꾸는마을,강남대청 Room B,#여성전용 #셰어하우스,110 / 55만원 (1인실)
양드레하우스,송파2호점 1A,#여성전용 #셰어하우스,100 / 51만원 (1인실)
양드레하우스,송파점 1인실_1B,#여성전용 #셰어하우스,100 / 53만원 (1인실)
양드레하우스,석촌점 2A,#여성전용 #셰어하우스,100 / 40만원 (2인실)
링스하우스,가톨릭대점(역곡역점) Single Room A type,#여성전용 #셰어하우스,100 / 43만원 (1인실)
함께꿈꾸는마을,송파문정마을02 ROOM C,#여성전용 #셰어하우스,104 / 52만원 (1인실)
라떼의꿈 쉐어하우스,부평점 1인실,#여성전용 #셰어하우스,80 / 40만원 (1인실)
한송 셰어하우스,연신내역점 C룸,#여성전용 #셰어하우스,60 / 44만원 (1인실)
동거동락,17호 경복궁역점 C룸,#여성전용 #셰어하우스,97 / 44만원 (2인실)
동거동락,29B 연대동문점 D룸,#여성전용 #셰어하우스,106 / 43만원 (2인실)
동거동락,29A 연대동문점 B룸,#여성전용 #셰어하우스,123 / 51만원 (1인실)
노란숲,혜화 성대입구점 1인실 C,#여성전용 #셰어하우스,150 / 48만원 (1인실)
동거동락,33B호점 명지대 A ROOM,#여성전용 #셰어하우스,108 / 46만원 (1인실)
동거동락,27호점 연세대서문점 B룸,#여성전용 #셰어하우스,119 / 50만원 (1인실)
우주,72호점 Room C,#남성전용 #셰어하우스,84 / 34만원 (1인실)
조이쉐어하우스,대학로점 1인실 큰방,#여성전용 #셰어하우스,100 / 50만원 (1인실)
우주,71호점 Room C,#여성전용 #셰어하우스,102 / 43만원 (1인실)
우주,70호점 Room A,#남성전용 #셰어하우스,90 / 37만원 (1인실)
우주,67호점 Room D,#여성전용 #셰어하우스,82 / 33만원 (1인실)
동거동락,31D호점(대학로) C ROOM,#여성전용 #셰어하우스,114 / 49만원 (1인실)
동거동락,31C호점(대학로) A ROOM,#여성전용 #셰어하우스,115 / 49만원 (1인실)
동거동락,31A호점(대학로) D ROOM,#여성전용 #셰어하우스,119 / 51만원 (1인실)
아띠 쉐어빌리지,팝 하우스 충정로점 Room E,#남성전용 #셰어하우스,50 / 35만원 (1인실)
홈스케치,아현2호점 Room A,#여성전용 #셰어하우스,90 / 45만원 (1인실)
넘버원 쉐어하우스,이대점 Room C,#여성전용 #셰어하우스,100 / 45만원 (1인실)
UrbanShares,OneNam206 N3,#성별무관 #셰어하우스,100 / 63만원 (1인실)
온더로드 쉐어하우스,대학로점 Room A,#여성전용 #셰어하우스,102 / 45만원 (1인실)
UrbanShares,1stHQ HQ502,#성별무관 #셰어하우스,100 / 75만원 (1인실)
프리모,신촌이대점 Room A,#여성전용 #셰어하우스,0 / 0만원 (3인실)
바다,연남동 : 2호 D Room,#여성전용 #셰어하우스,100 / 50만원 (1인실)
홈스케치,이대2호점 Room B,#성별무관 #셰어하우스,90 / 45만원 (1인실)
자다,한성대_성대점 Room D,#여성전용 #셰어하우스,100 / 50만원 (1인실)
우주,92호점 Room C,#여성전용 #셰어하우스,102 / 43만원 (1인실)
우주,53호점 Room D,#여성전용 #셰어하우스,100 / 42만원 (1인실)
엘르빌 셰어하우스,연남동점 2인실 A,#여성전용 #셰어하우스,45 / 40만원 (2인실)
동거동락,3호 연세대점 A룸,#여성전용 #셰어하우스,0 / 0만원 (1인실)
쉐어하우스 보통,아현 3호점 Room D,#여성전용 #셰어하우스,110 / 55만원 (1인실)
하루 쉐어하우스,신촌점 302호실 1인실,#여성전용 #셰어하우스,50 / 50만원 (1인실)
바다,상암동 집 Room C,#여성전용 #셰어하우스,90 / 45만원 (2인실)
플레몬 쉐어하우스,26호점(창천동) ROOM10,#성별무관 #셰어하우스,45 / 45만원 (1인실)
아띠 쉐어빌리지,소녀하우스 RoomC,#여성전용 #셰어하우스,50 / 48만원 (1인실)
아띠 쉐어빌리지,컬러하우스 창천동점 Room C,#여성전용 #셰어하우스,50 / 34만원 (2인실)
자다,메이플 성신여대점 Room E,#여성전용 #셰어하우스,96 / 48만원 (1인실)
홈스케치,홍대1호점 Room A,#성별무관 #셰어하우스,96 / 48만원 (1인실)
윤쉐어하우스,연남점 Room D,#여성전용 #셰어하우스,94 / 47만원 (1인실)
동거동락,26호 연남동점 B룸,#여성전용 #셰어하우스,116 / 49만원 (1인실)
동거동락,22호 홍대입구역점 D룸,#여성전용 #셰어하우스,116 / 54만원 (1인실)
홈스케치,홍대2호점 204,#성별무관 #셰어하우스,90 / 45만원 (1인실)
우주,55호점 Room E,#여성전용 #셰어하우스,92 / 36만원 (2인실)
홈스케치,서강대점 102호,#남성전용 #셰어하우스,90 / 40만원 (1인실)
동거동락,5호 서울역점 C룸,#여성전용 #셰어하우스,92 / 43만원 (1인실)
바다,상암동 DMC 집 C Room,#여성전용 #셰어하우스,102 / 51만원 (1인실)
우주,60호점 Room A,#여성전용 #셰어하우스,120 / 52만원 (1인실)
더원 쉐어하우스,공덕역점 Room L,#여성전용 #셰어하우스,150 / 59만원 (1인실)
메죵드몽드,안암점 Room A,#여성전용 #셰어하우스,76 / 38만원 (2인실)
민우 쉐어하우스,동국대점 203호,#남성전용 #셰어하우스,80 / 42만원 (1인실)
우주,64호점 Room B,#여성전용 #셰어하우스,100 / 42만원 (2인실)
동거동락,13호 서울역점 A룸,#여성전용 #셰어하우스,116 / 54만원 (1인실)
바다,성산동집 201호,#성별무관 #셰어하우스,300 / 55만원 (1인실)
자다,메리골드 후암1호점 Room E,#여성전용 #셰어하우스,84 / 42만원 (2인실)
쉐어하우스 STAY,숙대입구점 ROOM A,#여성전용 #셰어하우스,100 / 45만원 (1인실)
함께꿈꾸는마을,남산소월02 Room C,#남성전용 #셰어하우스,98 / 49만원 (1인실)
동거동락,14호 동국대점 D룸,#여성전용 #셰어하우스,117 / 55만원 (1인실)
함께꿈꾸는마을,남산소월03 Room A,#여성전용 #셰어하우스,96 / 48만원 (1인실)
더꿈 쉐어하우스,동국대점 1인실 B,#여성전용 #셰어하우스,100 / 49만원 (1인실)
동거동락,32B호 상수역점 A룸,#여성전용 #셰어하우스,121 / 51만원 (1인실)
자다,세인트 숙대2호점 C룸,#여성전용 #셰어하우스,92 / 46만원 (1인실)
자다,세인트 숙대1호점 Room D,#여성전용 #셰어하우스,110 / 55만원 (1인실)
포레스트(FOR REST),공덕역점 CANCUN,#여성전용 #셰어하우스,120 / 55만원 (1인실)
Urban square,청파점 Room D,#여성전용 #셰어하우스,100 / 51만원 (1인실)
제인스하우스,공덕점 A룸,#여성전용 #셰어하우스,50 / 26만원 (4인실)
우주,56호점 Room C,#여성전용 #셰어하우스,90 / 37만원 (2인실)
쉐어하우스 비비,마포 공덕점 Room F,#여성전용 #셰어하우스,98 / 49만원 (1인실)
마주공간 쉐어하우스,고려대(안암)점 1인실 B,#여성전용 #셰어하우스,100 / 44만원 (1인실)
마주봄 쉐어하우스,합정4호점 B룸,#여성전용 #셰어하우스,100 / 45만원 (1인실)
마주봄 쉐어하우스,합정5호점 D - ROOM,#여성전용 #셰어하우스,100 / 41만원 (1인실)
홈스케치,합정3호점 Room A,#성별무관 #셰어하우스,96 / 48만원 (1인실)
마주봄 쉐어하우스,합정3호점 C룸 1인실,#여성전용 #셰어하우스,100 / 47만원 (1인실)
청년 쉐어하우스,합정점 room 3 대형 1인실,#남성전용 #셰어하우스,70 / 70만원 (1인실)
바다,마포동집 Room E,#여성전용 #셰어하우스,88 / 44만원 (2인실)
동거동락,20호 약수역점 F룸,#여성전용 #셰어하우스,119 / 54만원 (1인실)
휘겔리 쉐어하우스,망원동점 남자 2인실,#남성전용 #셰어하우스,50 / 43만원 (2인실)
쉐어하우스 하루,고려대점 Room A,#여성전용 #셰어하우스,48 / 48만원 (1인실)
마주봄 쉐어하우스,고대 7호점 A-ROOM,#여성전용 #셰어하우스,100 / 50만원 (1인실)
아리움 쉐어하우스,고대점 Room A,#여성전용 #셰어하우스,98 / 49만원 (1인실)
달램쉐어하우스,고대1호점 긴방,#여성전용 #셰어하우스,600 / 29만원 (1인실)
셰어하우스 인연,고대점 Room(A),#여성전용 #셰어하우스,55 / 55만원 (1인실)
동거동락,7호 제기동점 D룸,#남성전용 #셰어하우스,101 / 47만원 (1인실)
홈스케치,고려대점 Room B,#성별무관 #셰어하우스,90 / 45만원 (1인실)
바다,당산 한강 집 Room D,#여성전용 #셰어하우스,114 / 57만원 (1인실)
조이쉐어하우스,당산점 1인실 작은방,#여성전용 #셰어하우스,84 / 42만원 (1인실)
GROUND 쉐어하우스,왕십리 C room,#여성전용 #셰어하우스,100 / 54만원 (1인실)
공간이음,경희대점 Room C,#여성전용 #셰어하우스,100 / 38만원 (2인실)
메종드이문,메종드이문2호점 1인실 엠마왓슨,#여성전용 #셰어하우스,150 / 53만원 (1인실)
하늘,광운대역2호점 Room E,#여성전용 #셰어하우스,50 / 35만원 (2인실)
양드레하우스,시립대점 Room 2B,#여성전용 #셰어하우스,100 / 43만원 (2인실)
우주,78호점 Room A,#여성전용 #셰어하우스,102 / 43만원 (2인실)
동거동락,12호 외대경희대점 E룸,#여성전용 #셰어하우스,116 / 51만원 (1인실)
우주,52호점 Room D,#여성전용 #셰어하우스,112 / 48만원 (1인실)
함께꿈꾸는마을,동대문TEN Room D,#여성전용 #셰어하우스,110 / 55만원 (1인실)
우주,58호점 Room C,#여성전용 #셰어하우스,90 / 37만원 (2인실)
우주,80호점 Room C,#여성전용 #셰어하우스,114 / 49만원 (1인실)
동거동락,1호 중앙대점 A룸,#여성전용 #셰어하우스,106 / 50만원 (1인실)
동거동락,9호 중앙대점 C룸,#여성전용 #셰어하우스,96 / 44만원 (2인실)
우주,57호점 Room D,#여성전용 #셰어하우스,114 / 49만원 (1인실)
하늘,석계점 Room A,#여성전용 #셰어하우스,45 / 40만원 (1인실)
동거동락,18호 회기역점 A룸,#여성전용 #셰어하우스,78 / 35만원 (2인실)
커먼타운,압구정 022 Room B,#여성전용 #셰어하우스,300 / 44만원 (4인실)
동거동락,16호 광운대점 D룸,#여성전용 #셰어하우스,96 / 44만원 (1인실)
도란도란,외대점 Room E,#여성전용 #셰어하우스,100 / 37만원 (1인실)
쉐어하우스 STAY,상도점 ROOM C (1인실),#여성전용 #셰어하우스,100 / 47만원 (1인실)
