매물명,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
동거동락 19호 서울대입구점,빌라,4개,2개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 봉천로49길 37
바다 합정동집 3호,빌라,3개,1개,3층,,알수없음,없음,알수없음,불가능,불가능,O,O,X,O,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로16길 20-8
Sally's House 강남 서초파라곤,,4개,2개,6층,26평,개별난방,있음,가능,불가능,불가능,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,서울특별시 서초구 서초대로74길 29
Sharehouse Cine 더 홈 강남사당점,단독주택,3개,1개,2층,24평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,O,서울특별시 서초구 청두곶2길 21-8
설렘 쉐어하우스 신림역점,빌라,3개,2개,6층,25평,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,X,O,서울특별시 관악구 신림동 1642-20번지
세이프헤븐 DMC점,빌라,4개,1개,,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,서울특별시 서대문구 수색로8나길 9
Calm&Mood 숙대두번째 16호점,단독주택,8개,4개,2층,40평,중앙난방,없음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 용산구 갈월동 7-88번지
동거동락 14호 동국대점,빌라,4개,2개,,,알수없음,없음,불가능,불가능,불가능,O,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 동호로25가길 34
편안한家 쉐어하우스 건대점,빌라,3개,1개,2층,18평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 동일로24길 22-7
CS 쉐어하우스 망원 2호점,단독주택,2개,1개,1층,30평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵로11길 30
애플트리 쉐어하우스 미아사거리역 2호점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,서울특별시 강북구 도봉로4길 35
플레몬 쉐어하우스 18호점 (연남동),단독주택,3개,1개,2층,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,서울특별시 마포구 동교로27길 75
팸하우스 페퍼스하우스 충무로 4호점,기타,2개,1개,3층,,개별난방,있음,가능,불가능,불가능,X,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 필동로8가길 1
양드레하우스 석촌점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 송파구 백제고분로44길 13-14
선녀방 신대방점,빌라,3개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 국사봉8길 21-10
(남성전용)라임 스페이스 역삼점,빌라,3개,1개,3층,42평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 언주로103길 27
사람앤하우스 동묘점,아파트,3개,2개,,26평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 종로 347
우주 60호점,아파트,5개,2개,,48평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
동거동락 1호 중앙대점,단독주택,5개,3개,,50평,중앙난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 동작구 흑석동 169-34번지
우주 43호점,빌라,5개,3개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 사임당로12길 31
가가호호 쉐어하우스 관악점,빌라,3개,1개,,27평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,서울특별시 관악구 인헌길 82
노란숲 혜화 성대입구점,빌라,4개,1개,1층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,서울 종로구 창경궁로27길 54
MOVHOUSE 강남DELUXE점,기타,7개,2개,1층,44평,중앙난방,없음,가능,불가능,별도협의,O,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,서울 강남구 강남대로96길 22
핀휠 쉐어하우스 이대4호점,빌라,3개,2개,2층,27평,개별난방,없음,가능,불가능,불가능,O,O,O,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384-17
아띠 쉐어빌리지 바우 하우스,빌라,3개,1개,,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 영등포구 영등포동 606-30번지
사람앤하우스 미아점,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강북구 도봉로68길 26
팸하우스 에이치홈_신림점,기타,20개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 봉천로13길 29-16
함께꿈꾸는마을 왕십리행당,아파트,3개,2개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 성동구 행당동 192-42번지
쉐어하우스 여행가 관악점,아파트,4개,2개,22층,39평,중앙난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 관악구 성현로 80
품안의 새 나르샤_신림역,아파트,3개,3개,19층,,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X,X,O,O,O,서울특별시 관악구 신림로 318
쉐어하우스 청춘愛(애) 여의도점,아파트,4개,2개,,29평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 영등포구 국제금융로 108-6
더 하임 쉐어하우스 청담점,빌라,6개,2개,3층,48평,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
슈니하우스 삼성중앙역점,빌라,3개,1개,,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 강남구 봉은사로82길 7
동네친구 6호점,빌라,3개,1개,,20평,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 능동로15길 28
우주 92호점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 동교로46길 7
MR. HOMES 홈즈스튜디오 원효로점,기타,17개,17개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,서울특별시 용산구 원효로 240
자몽 셰어하우스 대학로점,빌라,11개,3개,,55평,개별난방,없음,불가능,불가능,불가능,X,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 이화장길 72
도란도란 외대점,아파트,5개,2개,21층,34평,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
동거동락 11호 서울대점,빌라,4개,2개,3층,,개별난방,없음,불가능,불가능,,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,서울특별시 관악구 관악로10길 3
모니카 하우스 잠실4호점,빌라,3개,1개,3층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 송파구 백제고분로50길 9
쉐어하우스 까사 숭실대2호점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 상도로62길 13
우주 75호점,빌라,2개,1개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 개포로15길 3-4
핀휠 쉐어하우스 신촌점,빌라,4개,1개,,,알수없음,알수없음,알수없음,불가능,불가능,O,O,X,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 백범로 28-12
아띠 쉐어빌리지 핑크하우스,빌라,3개,1개,,30평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 자양동 780번지
하우스서울 서교망원점,단독주택,3개,1개,1층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵로 84-1
셰어하우스 쉼 서울대입구역점,빌라,3개,1개,2층,24평,중앙난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 관악구 양녕로6라길 30
품안의 새 쎄라픽_봉천역,아파트,3개,2개,5층,25평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 관악구 장군봉8길 16
Urban square 청파점,빌라,4개,1개,,25평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 용산구 청파동3가 91-1번지
동네친구 3호점,빌라,6개,1개,,22평,알수없음,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 능동로16길 48
양드레하우스 신논현점,단독주택,3개,1개,,22평,중앙난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 서초구 사평대로55길 24
논스톱쉐어하우스 제기동점,아파트,3개,1개,11층,28평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 정릉천동로 80
MK코하우징 연희점,단독주택,28개,7개,1층,40평,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28-15
지붕 태릉입구3호점,빌라,3개,2개,1층,17평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,서울특별시 노원구 동일로176길 39-5
동화 구디점,,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 구로구 도림천로 446
동거동락 17호 경복궁역점,단독주택,6개,2개,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 효자로9길 26
JAMI 쉐어하우스 대림점,빌라,3개,2개,1층,20평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O,서울 영등포구 시흥대로183길 13-5
JustChill7 쉐어하우스 신사점,빌라,3개,1개,2층,25평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O,서울특별시 강남구 강남대로160길 40-1
팸하우스 동대입구 4호점,빌라,3개,1개,4층,31평,개별난방,없음,불가능,불가능,불가능,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,서울 중구 동호로25길 37-7
동거동락 27호점 연세대서문점,빌라,6개,2개,1층,45평,알수없음,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,서울 서대문구 연희로20길 45
곰 쉐어하우스 홍제점,단독주택,3개,1개,3층,19평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 통일로 440-1
쉐어하우스 리시안 사당역 3호(오픈),빌라,4개,2개,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 동작구 사당동 419-158번지
동거동락 31C호점(대학로),기타,4개,1개,1층,25평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,서울 종로구 창경궁로 248
보더리스하우스 왕십리1,아파트,3개,2개,14층,33평,개별난방,있음,알수없음,,,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 청계천로 471
동거동락 33B호점 명지대,단독주택,3개,1개,1층,23평,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 응암로 116-5
오플랫 쉐어하우스 오플랫 신논현점,빌라,3개,1개,2층,24평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 강남대로120길 45-4
디어(Dear) 쉐어하우스 합정점,빌라,3개,1개,2층,15평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 마포구 양화로15안길 22-3
홈스케치 합정1호점,빌라,3개,1개,2층,24평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 월드컵로8길 14-2
쉐어반 논현역점,빌라,8개,3개,5층,60평,중앙난방,있음,가능,불가능,불가능,O,O,O,O,O,X,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 서초구 사평대로55길 94
자다 브라운 서울역점,아파트,3개,2개,1층,56평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,서울 용산구 후암 로 65
가로수 쉐어하우스 신사역점,기타,4개,1개,4층,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 도산대로12길 7
달달 쉐어하우스 청담점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 삼성로115길 46
홈스케치 홍대1호점,빌라,4개,1개,1층,27평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 성미산로13길 76-7
핀휠 쉐어하우스 연대 1호점,빌라,3개,1개,2층,27평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,O,서울 서대문구 성산로 384-17
동거동락 24호 신논현점,빌라,8개,2개,1층,25평,중앙난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 강남대로118길 22
테라스107 테라스107,,7개,7개,5층,43평,개별난방,있음,가능,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 학동로41길 32-4
바운드쉐어 망원한강점,빌라,4개,2개,2층,37평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 포은로6길 25
리어반(Re:Urban) 홍대점(성산동),빌라,3개,1개,5층,22평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 동교로19길 101
꽃송이가家 망원합정점,빌라,3개,2개,,34평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 희우정로 46
부천 이야기쉐어하우스 2호 원종점(원종사거리),기타,3개,3개,2층,12평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,경기 부천시 성오로89번가길 44
UrbanShares 1stHQ,기타,14개,10개,4층,04평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 종로구 동순라길 78-18
CNT홈셰어링 5호점,기타,3개,1개,5층,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O,O,X,X,O,O,X,서울특별시 서대문구 증가로 250
STORYHOUSE 코알라,빌라,4개,1개,1층,18평,개별난방,없음,불가능,불가능,별도협의,O,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 마포구 잔다리로7안길 39
포그니 쉐어하우스 서울대입구역점,기타,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X,서울특별시 관악구 양녕로6길 75
The Knot(더 노트) 홍대점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 와우산로 144-8
플레몬 쉐어하우스 4호점 (상수동),빌라,3개,1개,2층,15평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 독막로19길 42-20
잠자리 신림 : 4호점,빌라,3개,2개,2층,35평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 관악구 관천로22길 63
루나스테이 쉐어하우스 경희대점,아파트,3개,1개,12층,31평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 동대문구 이문로1길 21
바운드쉐어 망원중앙점,빌라,5개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로11길 67
마주공간 쉐어하우스 고려대(안암)점,빌라,5개,2개,1층,15평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 성북구 개운사길 50
쉐어하우스 STAY 건대1호점,단독주택,3개,2개,1층,25평,개별난방,없음,불가능,불가능,불가능,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 광나루로28길 15-1
동네친구 13호점,빌라,3개,1개,3층,25평,개별난방,없음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 광진구 군자로 25
홈스케치 이태원2호점,빌라,3개,1개,1층,24평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 회나무로26길 36
하늘 수유역1호점,기타,3개,1개,2층,20평,알수없음,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,서울특별시 강북구 한천로 1053-5
플레몬 쉐어하우스 17호점 (합정동),빌라,3개,1개,1층,10평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,서울특별시 마포구 토정로 25-12
핀휠 쉐어하우스 연대 2호점,빌라,3개,1개,2층,24평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384-17
스테이 펠릭스 충무로역점,기타,36개,36개,4층,29평,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 6-1
바다유 7호 서울대입구역점,빌라,5개,1개,2층,30평,개별난방,없음,가능,불가능,불가능,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O,서울특별시 관악구 관악로14가길 55-3
우주 72호점,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
제인스하우스 문래점,아파트,5개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 영등포구 선유로17길 24
프렌즈 연남점,단독주택,6개,3개,,28평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 연남로7길 24-6
가든 쉐어하우스 태릉입구점,아파트,4개,2개,8층,30평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 노원구 섬밭로 17
셰어하우스 허브 합정 2호점,단독주택,3개,1개,2층,18평,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 성지길 61
포코 쉐어하우스 홍대입구역점,빌라,2개,1개,1층,14평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,서울특별시 마포구 와우산로29다길 10-3
우주 48호점,아파트,3개,2개,,,알수없음,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 성동구 무학로 33
동거동락 18호 회기역점,빌라,4개,4개,,,알수없음,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 동대문구 휘경동 28-1번지
소행주 특집 장안동점,빌라,6개,5개,3층,32평,개별난방,없음,불가능,,불가능,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 동대문구 천호대로85길 18
