매물명,성별전용,면적(㎡), 보증금(원) , 월세(원) ,인실(명),만실,건물형태,방(개),화장실(개),층,총층,전체면적(㎡),전체평수,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
동거동락 17호 경복궁역점,여,12.5,"970,000","445,000",2,O,단독주택,6,2,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 효자로9길 26
동거동락 17호 경복궁역점,여,6.8,"1,130,000","525,000",1,O,단독주택,6,2,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 효자로9길 26
동거동락 17호 경복궁역점,여,7.8,"1,110,000","515,000",1,X,단독주택,6,2,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 효자로9길 26
동거동락 17호 경복궁역점,여,10.5,"1,210,000","565,000",1,O,단독주택,6,2,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 효자로9길 26
공감 광흥창역점(서강),남,26.4,"1,200,000","600,000",1,X,아파트,3,2,,,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 창전로 26
공감 광흥창역점(서강),남,26.4,"1,200,000","600,000",1,X,아파트,3,2,,,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 창전로 26
공감 광흥창역점(서강),남,33,"1,000,000","500,000",2,X,아파트,3,2,,,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 창전로 26
레미하우스 강남점,여,15.9,"1,000,000","500,000",2,X,빌라,3,2,6,6,155,47,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도곡로7길 19
레미하우스 강남점,여,17.9,"1,000,000","430,000",2,X,빌라,3,2,6,6,155,47,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도곡로7길 19
레미하우스 강남점,여,13.3,"1,000,000","350,000",2,X,빌라,3,2,6,6,155,47,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도곡로7길 19
홈스케치 연희점,무,11,"900,000","450,000",1,O,빌라,3,1,1,2,90,27,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 증가로 30
홈스케치 연희점,무,11,"900,000","450,000",1,O,빌라,3,1,1,2,90,27,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 증가로 30
홈스케치 연희점,무,13,"660,000","330,000",2,X,빌라,3,1,1,2,90,27,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 증가로 30
쉐어하우스 STAY 숙대입구점,여,9,"1,000,000","450,000",1,O,빌라,4,2,3,5,70,21,개별난방,없음,가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로1길 43
쉐어하우스 STAY 숙대입구점,여,9,"1,000,000","450,000",1,O,빌라,4,2,3,5,70,21,개별난방,없음,가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로1길 43
쉐어하우스 STAY 숙대입구점,여,12,"1,000,000","350,000",2,O,빌라,4,2,3,5,70,21,개별난방,없음,가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로1길 43
쉐어하우스 STAY 숙대입구점,여,20,"1,000,000","380,000",2,O,빌라,4,2,3,5,70,21,개별난방,없음,가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로1길 43
잠자리 마포구청 : 8호점,여,6.6,"860,000","430,000",1,X,빌라,3,1,2,4,43.2,13,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 방울내로11길 137
잠자리 마포구청 : 8호점,여,6.6,"860,000","430,000",1,X,빌라,3,1,2,4,43.2,13,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 방울내로11길 137
잠자리 마포구청 : 8호점,여,16.5,"700,000","350,000",2,X,빌라,3,1,2,4,43.2,13,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 방울내로11길 137
에이블하우스 관악 4호점,여,9.9,"3,000,000","550,000",1,O,오피스텔,3,1,1,18,74,22,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 관악로 164
에이블하우스 관악 4호점,여,8.6,"3,000,000","530,000",1,O,오피스텔,3,1,1,18,74,22,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 관악로 164
에이블하우스 관악 4호점,여,13.2,"3,000,000","430,000",2,X,오피스텔,3,1,1,18,74,22,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 관악로 164
잠자리 신림 대학동 : 21호점,남,13.2,"840,000","420,000",1,X,빌라,4,1,2,4,68.52,21,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 대학2길 7
잠자리 신림 대학동 : 21호점,남,13.2,"840,000","420,000",1,X,빌라,4,1,2,4,68.52,21,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 대학2길 7
잠자리 신림 대학동 : 21호점,남,6.6,"740,000","370,000",1,X,빌라,4,1,2,4,68.52,21,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 대학2길 7
잠자리 신림 대학동 : 21호점,남,9.9,"800,000","400,000",1,X,빌라,4,1,2,4,68.52,21,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 대학2길 7
공감 부평시장역점,여,26.5,"500,000","250,000",2,X,오피스텔,4,2,9,14,112.2,34,중앙난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,인천광역시 부평구 장제로 145
공감 부평시장역점,여,19.8,"700,000","350,000",1,X,오피스텔,4,2,9,14,112.2,34,중앙난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,인천광역시 부평구 장제로 145
공감 부평시장역점,여,23.1,"700,000","350,000",1,X,오피스텔,4,2,9,14,112.2,34,중앙난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,인천광역시 부평구 장제로 145
공감 부평시장역점,여,23.1,"500,000","230,000",1,X,오피스텔,4,2,9,14,112.2,34,중앙난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,인천광역시 부평구 장제로 145
동거동락 13호 서울역점,여,8.1,"1,160,000","540,000",1,O,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여,7.9,"1,130,000","525,000",1,O,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여,8,"1,130,000","525,000",1,X,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여,7.4,"1,160,000","540,000",1,O,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여,6.8,"1,130,000","525,000",1,X,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여,8.1,"1,140,000","530,000",1,X,빌라,6,4,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
우주 81호점,여,,"920,000","380,000",1,O,빌라,3,3,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 연무장3길 809
우주 81호점,여,,"800,000","320,000",2,O,빌라,3,3,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 연무장3길 809
우주 81호점,여,,"800,000","320,000",2,X,빌라,3,3,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 연무장3길 809
럭키하우스(Lucky House) 3호 연남점,여,18,"430,000","430,000",1,O,빌라,2,1,1,3,40,12,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 동교로38길 32
럭키하우스(Lucky House) 3호 연남점,여,10,"400,000","400,000",1,O,빌라,2,1,1,3,40,12,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 동교로38길 32
논스톱쉐어하우스 제기동점,여,92,"300,000","300,000",2,X,아파트,3,1,11,1,92,28,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 정릉천동로 80
논스톱쉐어하우스 제기동점,남,,"330,000","330,000",2,O,아파트,3,1,11,1,92,28,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 정릉천동로 80
논스톱쉐어하우스 제기동점,무,,"400,000","400,000",1,O,아파트,3,1,11,1,92,28,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 정릉천동로 80
하우스로그 아현 1호점,여,7.8,"960,000","480,000",1,X,빌라,3,1,2,3,59,18,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 북아현로6길 37013
하우스로그 아현 1호점,여,6.6,"900,000","450,000",1,O,빌라,3,1,2,3,59,18,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 북아현로6길 37013
하우스로그 아현 1호점,여,13.2,"700,000","350,000",2,O,빌라,3,1,2,3,59,18,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 북아현로6길 37013
더 하임 쉐어하우스 청담점,여,6,"2,000,000","570,000",1,X,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
더 하임 쉐어하우스 청담점,여,7,"200,000","570,000",1,X,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
더 하임 쉐어하우스 청담점,여,6,"200,000","550,000",1,O,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
더 하임 쉐어하우스 청담점,여,12,"2,000,000","450,000",2,O,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
더 하임 쉐어하우스 청담점,여,10,"2,000,000","450,000",2,X,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
더 하임 쉐어하우스 청담점,여,12,"2,000,000","470,000",2,O,빌라,6,2,3,4,160,48,중앙난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 선릉로146길 47
마주봄 쉐어하우스 양재2호점,여,8.3,"1,000,000","450,000",1,O,빌라,3,2,3,3,124,38,개별난방,없음,불가능,불가능,불가능,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 서초구 서운로11길 13
마주봄 쉐어하우스 양재2호점,여,13.8,"1,000,000","470,000",1,O,빌라,3,2,3,3,124,38,개별난방,없음,불가능,불가능,불가능,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 서초구 서운로11길 13
마주봄 쉐어하우스 양재2호점,여,35.4,"1,000,000","310,000",3,O,빌라,3,2,3,3,124,38,개별난방,없음,불가능,불가능,불가능,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 서초구 서운로11길 13
더 집 쉐어하우스 왕십리점,여,,"880,000","440,000",1,O,단독주택,3,1,1,2,55,17,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,서울특별시 성동구 마조로1길 30
더 집 쉐어하우스 왕십리점,여,,"840,000","420,000",2,X,단독주택,3,1,1,2,55,17,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,서울특별시 성동구 마조로1길 30
더 집 쉐어하우스 왕십리점,여,,"500,000","350,000",2,X,단독주택,3,1,1,2,55,17,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,서울특별시 성동구 마조로1길 30
은행나무 쉐어하우스 홍대점,여,,0,"400,000",2,X,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"400,000",2,X,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"400,000",4,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"450,000",2,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"550,000",1,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"500,000",2,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"450,000",2,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
은행나무 쉐어하우스 홍대점,여,,0,"530,000",2,O,단독주택,8,3,1,2,79.33,24,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
애즈홈 쉐어하우스 2호점,여,10,"1,000,000","500,000",1,O,빌라,3,1,4,5,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 소공로6가길 22
애즈홈 쉐어하우스 2호점,여,7,"900,000","450,000",1,X,빌라,3,1,4,5,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 소공로6가길 22
애즈홈 쉐어하우스 2호점,여,15,"800,000","400,000",2,X,빌라,3,1,4,5,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 소공로6가길 22
그리고& 월곡점,여,18.2,"800,000","400,000",3,X,아파트,3,2,,,79,24,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 성북구 회기로5길 100
그리고& 월곡점,여,10.3,"800,000","420,000",2,X,아파트,3,2,,,79,24,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 성북구 회기로5길 100
그리고& 월곡점,여,13.2,"800,000","420,000",2,X,아파트,3,2,,,79,24,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 성북구 회기로5길 100
셰어하우스 스토리 셰어 스토리 : 태릉역점,여,,"1,000,000","390,000",1,O,빌라,3,2,6,6,80,24,개별난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,O,O,O,O,O,O,O,X,서울 노원구 동일로174길 37018
셰어하우스 스토리 셰어 스토리 : 태릉역점,여,,"1,000,000","270,000",2,O,빌라,3,2,6,6,80,24,개별난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,O,O,O,O,O,O,O,X,서울 노원구 동일로174길 37018
셰어하우스 스토리 셰어 스토리 : 태릉역점,여,,"1,000,000","270,000",2,O,빌라,3,2,6,6,80,24,개별난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,O,O,O,O,O,O,O,X,서울 노원구 동일로174길 37018
쉐어하우스 리시안 중앙대 1호,여,11,"1,000,000","520,000",1,O,빌라,3,1,1,3,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,서울특별시 동작구 흑석로9길 23
쉐어하우스 리시안 중앙대 1호,여,8,"1,000,000","470,000",1,O,빌라,3,1,1,3,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,서울특별시 동작구 흑석로9길 23
쉐어하우스 리시안 중앙대 1호,여,8.5,"1,000,000","490,000",1,O,빌라,3,1,1,3,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,서울특별시 동작구 흑석로9길 23
애즈홈 쉐어하우스 1호점,여,10,"1,000,000","500,000",1,O,빌라,3,1,3,5,69,21,개별난방,없음,불가능,불가능,,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 퇴계로20길 56
애즈홈 쉐어하우스 1호점,여,6.6,"900,000","450,000",1,O,빌라,3,1,3,5,69,21,개별난방,없음,불가능,불가능,,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 퇴계로20길 56
애즈홈 쉐어하우스 1호점,여,20,"800,000","400,000",2,O,빌라,3,1,3,5,69,21,개별난방,없음,불가능,불가능,,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 퇴계로20길 56
가로수 쉐어하우스 신사역점,여,7.3,"880,000","350,000",2,X,기타,4,1,4,4,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 도산대로12길 7
가로수 쉐어하우스 신사역점,여,19.2,"1,130,000","450,000",2,X,기타,4,1,4,4,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 도산대로12길 7
가로수 쉐어하우스 신사역점,여,6,"1,130,000","450,000",1,X,기타,4,1,4,4,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 도산대로12길 7
가로수 쉐어하우스 신사역점,여,7.6,"1,200,000","480,000",1,X,기타,4,1,4,4,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 도산대로12길 7
프리모 신촌이대점,여,,0,0,3,O,아파트,4,3,,,129.27,39,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 신촌역로 10
프리모 신촌이대점,여,,"900,000","450,000",2,O,아파트,4,3,,,129.27,39,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 신촌역로 10
프리모 신촌이대점,여,,"1,100,000","550,000",1,X,아파트,4,3,,,129.27,39,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 신촌역로 10
프리모 신촌이대점,여,,"980,000","490,000",2,O,아파트,4,3,,,129.27,39,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 신촌역로 10
테라스107 테라스107,여,21,"700,000","700,000",1,X,원룸,7,7,5,6,142.8,43,개별난방,있음,가능,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 학동로41길 3204
