매물명,성별전용,면적,보증금,월세,인실,만실,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
(남성전용) 청춘시대 1호점,남성전용,22㎡,29만원,29만원,4인실,X,빌라,3개,2개,3층,,개별난방,없음,알수없음,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 성지1길 32-31
(남성전용) 청춘시대 1호점,남성전용,9㎡,35만원,35만원,2인실,X,빌라,3개,2개,3층,,개별난방,없음,알수없음,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 성지1길 32-31
(남성전용) 청춘시대 1호점,남성전용,12㎡,37만원,37만원,2인실,X,빌라,3개,2개,3층,,개별난방,없음,알수없음,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 성지1길 32-31
동거동락 4호 신사점,여성전용,10.6㎡,112만원,53만원,1인실,O,빌라,4개,2개,4층,125㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도산대로12길 14
동거동락 4호 신사점,여성전용,6.5㎡,106만원,51만원,1인실,O,빌라,4개,2개,4층,125㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도산대로12길 14
동거동락 4호 신사점,여성전용,12.6㎡,94만원,44만원,2인실,O,빌라,4개,2개,4층,125㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도산대로12길 14
동거동락 4호 신사점,여성전용,50.6㎡,86만원,40만원,3인실,O,빌라,4개,2개,4층,125㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도산대로12길 14
청년 쉐어하우스 합정점,남성전용,8㎡,45만원,45만원,1인실,O,빌라,4개,2개,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 포은로2가길 29
청년 쉐어하우스 합정점,남성전용,12㎡,50만원,50만원,1인실,X,빌라,4개,2개,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 포은로2가길 29
청년 쉐어하우스 합정점,남성전용,20㎡,70만원,70만원,1인실,X,빌라,4개,2개,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 포은로2가길 29
청년 쉐어하우스 합정점,남성전용,15㎡,35만원,35만원,2인실,X,빌라,4개,2개,,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 포은로2가길 29
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,10㎡,50만원,38만원,4인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,10㎡,50만원,38만원,2인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,10㎡,50만원,40만원,2인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,20㎡,50만원,35만원,4인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,10.6㎡,50만원,40만원,2인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
아띠 쉐어빌리지 홍남하우스 홍대점,남성전용,10㎡,50만원,40만원,2인실,X,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
보더리스하우스 충정로1,성별무관,4.3㎡,50만원,41만원,1인실,X,단독주택,13개,9개,1층,54.45㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 중림로2길 13-3
에덴 하우스 홍대점,여성전용,16.5㎡,70만원,35만원,2인실,X,빌라,5개,2개,1층,140㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
에덴 하우스 홍대점,여성전용,19.8㎡,70만원,35만원,2인실,X,빌라,5개,2개,1층,140㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
에덴 하우스 홍대점,여성전용,26.4㎡,60만원,30만원,3인실,X,빌라,5개,2개,1층,140㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
에덴 하우스 홍대점,여성전용,33㎡,60만원,30만원,4인실,X,빌라,5개,2개,1층,140㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
에덴 하우스 홍대점,여성전용,10㎡,110만원,55만원,1인실,X,빌라,5개,2개,1층,140㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
우주 92호점,여성전용,6㎡,116만원,50만원,1인실,X,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 동교로46길 7
우주 92호점,여성전용,10㎡,102만원,43만원,2인실,X,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 동교로46길 7
우주 92호점,여성전용,10㎡,102만원,43만원,1인실,O,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 동교로46길 7
우주 92호점,여성전용,16㎡,92만원,38만원,2인실,X,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 동교로46길 7
플레몬 쉐어하우스 15호점 ( 이촌동),여성전용,16.5㎡,30만원,45만원,2인실,O,빌라,3개,2개,1층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 용산구 이촌로54길 13
플레몬 쉐어하우스 15호점 ( 이촌동),여성전용,16.5㎡,30만원,45만원,2인실,O,빌라,3개,2개,1층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 용산구 이촌로54길 13
플레몬 쉐어하우스 15호점 ( 이촌동),여성전용,26.4㎡,30만원,35만원,4인실,O,빌라,3개,2개,1층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 용산구 이촌로54길 13
애플트리 쉐어하우스 미아사거리역 1호점,여성전용,20㎡,50만원,39만원,1인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 강북구 도봉로10다길 7-13
애플트리 쉐어하우스 미아사거리역 1호점,여성전용,20㎡,50만원,37만원,1인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 강북구 도봉로10다길 7-13
애플트리 쉐어하우스 미아사거리역 1호점,여성전용,40㎡,50만원,28만원,3인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 강북구 도봉로10다길 7-13
베프 쉐어하우스 주안역점,여성전용,9.9㎡,68만원,34만원,1인실,X,빌라,3개,1개,3층,82㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,인천광역시 미추홀구 주안로 65-1
베프 쉐어하우스 주안역점,여성전용,6.6㎡,60만원,30만원,1인실,X,빌라,3개,1개,3층,82㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,인천광역시 미추홀구 주안로 65-1
베프 쉐어하우스 주안역점,여성전용,11.6㎡,50만원,25만원,2인실,X,빌라,3개,1개,3층,82㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,인천광역시 미추홀구 주안로 65-1
모니카 하우스 잠실역점,여성전용,7.5㎡,100만원,53만원,1인실,O,빌라,3개,1개,3층,49.58㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 송파구 올림픽로32길 49-19
모니카 하우스 잠실역점,여성전용,8.4㎡,100만원,55만원,1인실,O,빌라,3개,1개,3층,49.58㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 송파구 올림픽로32길 49-19
모니카 하우스 잠실역점,여성전용,8.3㎡,100만원,55만원,1인실,O,빌라,3개,1개,3층,49.58㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 송파구 올림픽로32길 49-19
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,6.6㎡,50만원,31만원,2인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,6.6㎡,50만원,31만원,2인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,38만원,1인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,38만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,35만원,1인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,35만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,35만원,1인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,남성전용,3.2㎡,50만원,35만원,1인실,O,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,52만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,50만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,50만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,50만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,50만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
아띠 쉐어빌리지 팝 하우스 충정로점,여성전용,8.3㎡,100만원,50만원,1인실,X,단독주택,7개,3개,1층,73㎡,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
웨이브 쉐어하우스 건대 2호점,여성전용,15㎡,42만원,42만원,1인실,O,빌라,2개,1개,1층,38㎡,개별난방,없음,가능,불가능,별도협의,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 광진구 아차산로27길 57-6
웨이브 쉐어하우스 건대 2호점,여성전용,15㎡,37만원,37만원,2인실,O,빌라,2개,1개,1층,38㎡,개별난방,없음,가능,불가능,별도협의,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 광진구 아차산로27길 57-6
Little brown House 신림점,여성전용,15㎡,80만원,45만원,1인실,X,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로170길 13
Little brown House 신림점,여성전용,15㎡,80만원,45만원,1인실,X,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로170길 13
Little brown House 신림점,여성전용,21㎡,60만원,37만원,2인실,X,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로170길 13
(남성전용)라임 스페이스 역삼점,남성전용,9.3㎡,50만원,52만원,1인실,X,빌라,3개,1개,3층,138㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 언주로103길 27
(남성전용)라임 스페이스 역삼점,남성전용,9.3㎡,50만원,52만원,1인실,X,빌라,3개,1개,3층,138㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 언주로103길 27
(남성전용)라임 스페이스 역삼점,남성전용,12.2㎡,40만원,38만원,2인실,X,빌라,3개,1개,3층,138㎡,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 언주로103길 27
양드레하우스 강남2호점,여성전용,8.7㎡,100만원,60만원,1인실,X,빌라,3개,2개,3층,87㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 강남대로112길 28
양드레하우스 강남2호점,여성전용,11.9㎡,100만원,33만원,2인실,O,빌라,3개,2개,3층,87㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 강남대로112길 28
양드레하우스 강남2호점,여성전용,13.7㎡,100만원,45만원,2인실,O,빌라,3개,2개,3층,87㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 강남대로112길 28
CNT홈셰어링 5호점,여성전용,14.9㎡,100만원,38만원,2인실,X,기타,3개,1개,5층,82.64㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O,O,X,X,O,O,X,서울특별시 서대문구 증가로 250
CNT홈셰어링 5호점,여성전용,8.3㎡,100만원,52만원,1인실,X,기타,3개,1개,5층,82.64㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O,O,X,X,O,O,X,서울특별시 서대문구 증가로 250
CNT홈셰어링 5호점,여성전용,8.3㎡,100만원,50만원,1인실,X,기타,3개,1개,5층,82.64㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,O,O,X,X,O,O,X,서울특별시 서대문구 증가로 250
따또 쉐어하우스 연희점,여성전용,16.5㎡,100만원,54만원,1인실,X,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
따또 쉐어하우스 연희점,여성전용,19㎡,100만원,59만원,1인실,X,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
따또 쉐어하우스 연희점,여성전용,14㎡,100만원,49만원,1인실,X,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
따또 쉐어하우스 연희점,여성전용,23.14㎡,80만원,40만원,2인실,O,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
따또 쉐어하우스 연희점,여성전용,9.9㎡,80만원,41만원,1인실,O,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
따또 쉐어하우스 연희점,여성전용,9.9㎡,80만원,38만원,1인실,X,빌라,6개,4개,3층,138㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
Dream 쉐어하우스 영등포점,여성전용,,66만원,33만원,2인실,O,단독주택,4개,2개,1층,99㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,서울 영등포구 영신로13길 2
Dream 쉐어하우스 영등포점,여성전용,,90만원,45만원,1인실,X,단독주택,4개,2개,1층,99㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,서울 영등포구 영신로13길 2
Dream 쉐어하우스 영등포점,여성전용,,90만원,45만원,1인실,X,단독주택,4개,2개,1층,99㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,서울 영등포구 영신로13길 2
Dream 쉐어하우스 영등포점,여성전용,,70만원,35만원,3인실,O,단독주택,4개,2개,1층,99㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,서울 영등포구 영신로13길 2
우주 101호점,여성전용,11㎡,96만원,40만원,2인실,X,아파트,3개,1개,5층,59.9㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 마포대로4라길 30
우주 101호점,여성전용,16㎡,108만원,46만원,2인실,O,아파트,3개,1개,5층,59.9㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 마포대로4라길 30
우주 101호점,여성전용,9㎡,118만원,53만원,1인실,O,아파트,3개,1개,5층,59.9㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 마포대로4라길 30
라떼의꿈 쉐어하우스 부평점,여성전용,,80만원,40만원,1인실,O,기타,3개,2개,1층,59㎡,알수없음,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,인천 부평구 광장로30번길 65
라떼의꿈 쉐어하우스 부평점,여성전용,,80만원,30만원,2인실,X,기타,3개,2개,1층,59㎡,알수없음,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,인천 부평구 광장로30번길 65
라떼의꿈 쉐어하우스 부평점,여성전용,,80만원,35만원,2인실,X,기타,3개,2개,1층,59㎡,알수없음,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,인천 부평구 광장로30번길 65
보더리스하우스 홍대 디엠씨2,여성전용,13.4㎡,50만원,43만원,2인실,X,아파트,3개,2개,4층,118㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 은평구 응암동 123-34번지
보더리스하우스 홍대 디엠씨2,여성전용,20.7㎡,50만원,37만원,3인실,X,아파트,3개,2개,4층,118㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 은평구 응암동 123-34번지
보더리스하우스 홍대 디엠씨2,여성전용,6.1㎡,50만원,43만원,1인실,X,아파트,3개,2개,4층,118㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 은평구 응암동 123-34번지
