매물명,성별전용,면적,보증금,월세,인실,만실,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
동거동락 13호 서울역점,여성전용,8.1㎡,116만원,54만원,1인실,O,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여성전용,7.9㎡,113만원,52.5만원,1인실,O,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여성전용,8㎡,113만원,52.5만원,1인실,X,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여성전용,7.4㎡,116만원,54만원,1인실,O,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여성전용,6.8㎡,113만원,52.5만원,1인실,X,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 13호 서울역점,여성전용,8.1㎡,114만원,53만원,1인실,X,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
동거동락 30호점,여성전용,9㎡,111만원,46만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,12㎡,124만원,52.5만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,8㎡,121만원,51만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,9㎡,123만원,52만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,12㎡,125만원,53만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,8㎡,122만원,51.5만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,10㎡,124만원,52.5만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
동거동락 30호점,여성전용,24㎡,99만원,40만원,1인실,O,기타,8개,3개,,150㎡,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
잠자리 구로디지털단지 : 12호점,여성전용,9.9㎡,90만원,45만원,1인실,X,단독주택,3개,1개,1층,65.42㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 조원로11길 13
잠자리 구로디지털단지 : 12호점,여성전용,9.9㎡,90만원,45만원,1인실,X,단독주택,3개,1개,1층,65.42㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 조원로11길 13
잠자리 구로디지털단지 : 12호점,여성전용,6.6㎡,60만원,30만원,1인실,X,단독주택,3개,1개,1층,65.42㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 조원로11길 13
휴플러스 고대점,여성전용,,100만원,45만원,1인실,X,아파트,3개,2개,9층,83㎡,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 고산자로 534
휴플러스 고대점,여성전용,,100만원,33만원,2인실,X,아파트,3개,2개,9층,83㎡,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 고산자로 534
휴플러스 고대점,여성전용,,100만원,30만원,3인실,X,아파트,3개,2개,9층,83㎡,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 고산자로 534
GROUND 쉐어하우스 홍대 05,여성전용,,80만원,39만원,4인실,O,아파트,3개,2개,5층,115㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 마포구 홍익로 10
GROUND 쉐어하우스 홍대 05,여성전용,,100만원,48만원,2인실,O,아파트,3개,2개,5층,115㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 마포구 홍익로 10
GROUND 쉐어하우스 홍대 05,여성전용,,100만원,44만원,2인실,O,아파트,3개,2개,5층,115㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 마포구 홍익로 10
우주 72호점,남성전용,,92만원,38만원,1인실,X,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
우주 72호점,남성전용,,92만원,38만원,1인실,O,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
우주 72호점,남성전용,,84만원,34만원,1인실,O,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
우주 72호점,남성전용,,84만원,34만원,1인실,O,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
우주 72호점,남성전용,,86만원,35만원,1인실,X,단독주택,5개,1개,,,개별난방,없음,불가능,,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 서대문구 연희로14길 64
달램쉐어하우스 홍대입구3호점,여성전용,10㎡,50만원,33만원,1인실,X,기타,3개,1개,4층,69㎡,개별난방,있음,,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울 은평구 응암로13길 14
달램쉐어하우스 홍대입구3호점,여성전용,,50만원,20만원,3인실,X,기타,3개,1개,4층,69㎡,개별난방,있음,,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울 은평구 응암로13길 14
달램쉐어하우스 홍대입구3호점,여성전용,10㎡,50만원,39만원,1인실,O,기타,3개,1개,4층,69㎡,개별난방,있음,,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울 은평구 응암로13길 14
에이블하우스 왕십리 1호점 (AH Branch 13),여성전용,8.7㎡,300만원,55만원,1인실,O,아파트,3개,2개,1층,107㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 마조로 57
에이블하우스 왕십리 1호점 (AH Branch 13),여성전용,10.2㎡,300만원,43만원,2인실,O,아파트,3개,2개,1층,107㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 마조로 57
에이블하우스 왕십리 1호점 (AH Branch 13),여성전용,17.2㎡,300만원,35만원,4인실,O,아파트,3개,2개,1층,107㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 마조로 57
코잠 7호점,여성전용,31.4㎡,76만원,38만원,2인실,X,아파트,3개,2개,6층,105㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 성북구 종암로9길 71
코잠 7호점,여성전용,29.3㎡,76만원,38만원,2인실,X,아파트,3개,2개,6층,105㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 성북구 종암로9길 71
코잠 7호점,여성전용,48.8㎡,68만원,34만원,3인실,X,아파트,3개,2개,6층,105㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 성북구 종암로9길 71
블랑 쉐어하우스 응암점,여성전용,28㎡,100만원,44만원,1인실,X,빌라,5개,2개,,100㎡,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
블랑 쉐어하우스 응암점,여성전용,30㎡,80만원,35만원,2인실,X,빌라,5개,2개,,100㎡,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
블랑 쉐어하우스 응암점,여성전용,30㎡,80만원,34만원,2인실,X,빌라,5개,2개,,100㎡,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
블랑 쉐어하우스 응암점,여성전용,24㎡,100만원,44만원,1인실,X,빌라,5개,2개,,100㎡,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
블랑 쉐어하우스 응암점,여성전용,28㎡,100만원,45만원,1인실,X,빌라,5개,2개,,100㎡,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
하늘 석계점,여성전용,13.2㎡,45만원,40만원,1인실,O,아파트,3개,2개,9층,119㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 노원구 화랑로 355
하늘 석계점,여성전용,19.8㎡,50만원,35만원,2인실,O,아파트,3개,2개,9층,119㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 노원구 화랑로 355
하늘 석계점,여성전용,12.2㎡,50만원,15만원,2인실,O,아파트,3개,2개,9층,119㎡,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 노원구 화랑로 355
청춘가 서울대입구 3호점,여성전용,,98만원,49만원,2인실,X,단독주택,3개,2개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 은천로28가길 59
청춘가 서울대입구 3호점,여성전용,,112만원,56만원,1인실,X,단독주택,3개,2개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 은천로28가길 59
청춘가 서울대입구 3호점,여성전용,,106만원,53만원,1인실,X,단독주택,3개,2개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 은천로28가길 59
애플트리 쉐어하우스 선릉&한티점,남성전용,20㎡,50만원,45만원,1인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 선릉로68길 37-3
애플트리 쉐어하우스 선릉&한티점,남성전용,20㎡,50만원,45만원,1인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 선릉로68길 37-3
애플트리 쉐어하우스 선릉&한티점,남성전용,20㎡,50만원,29만원,3인실,O,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 선릉로68길 37-3
륜하우스 양천향교점,여성전용,,70만원,38만원,2인실,X,아파트,3개,2개,,106㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,서울특별시 강서구 강서로56나길 110
륜하우스 양천향교점,여성전용,,70만원,33만원,2인실,X,아파트,3개,2개,,106㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,서울특별시 강서구 강서로56나길 110
륜하우스 양천향교점,여성전용,,80만원,43만원,1인실,X,아파트,3개,2개,,106㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,서울특별시 강서구 강서로56나길 110
코코쉐어하우스 효창동점,여성전용,21㎡,100만원,30만원,4인실,X,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 효창원로70길 34
코코쉐어하우스 효창동점,여성전용,18㎡,100만원,33만원,3인실,X,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 효창원로70길 34
코코쉐어하우스 효창동점,여성전용,18㎡,100만원,40만원,2인실,X,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 효창원로70길 34
오아시스 쉐어하우스 낙성대역 3호점,여성전용,9.9㎡,150만원,37만원,2인실,X,빌라,3개,2개,3층,102㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 관악구 낙성대역길 114
오아시스 쉐어하우스 낙성대역 3호점,여성전용,8.9㎡,150만원,35만원,2인실,X,빌라,3개,2개,3층,102㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 관악구 낙성대역길 114
오아시스 쉐어하우스 낙성대역 3호점,여성전용,16.8㎡,150만원,28만원,4인실,O,빌라,3개,2개,3층,102㎡,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 관악구 낙성대역길 114
잠자리 서울대입구(3) : 25호점,여성전용,16.5㎡,110만원,55만원,1인실,X,빌라,3개,1개,,52.89㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 봉천로49다길 26
잠자리 서울대입구(3) : 25호점,여성전용,9.9㎡,100만원,50만원,1인실,X,빌라,3개,1개,,52.89㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 봉천로49다길 26
잠자리 서울대입구(3) : 25호점,여성전용,6.6㎡,96만원,48만원,1인실,X,빌라,3개,1개,,52.89㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 봉천로49다길 26
팸하우스 세종대 4호점(303),여성전용,1㎡,100만원,39만원,2인실,O,빌라,2개,1개,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 광진구 동일로54길 6
팸하우스 세종대 4호점(303),여성전용,1㎡,100만원,39만원,2인실,O,빌라,2개,1개,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 광진구 동일로54길 6
드리밍 셰어하우스 마포구청점,남성전용,4㎡,40만원,35만원,1인실,X,빌라,3개,1개,지하 ,15㎡,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 방울내로11길 137-8
드리밍 셰어하우스 마포구청점,남성전용,5㎡,46만원,41만원,1인실,O,빌라,3개,1개,지하 ,15㎡,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 방울내로11길 137-8
드리밍 셰어하우스 마포구청점,남성전용,4㎡,43만원,38만원,1인실,X,빌라,3개,1개,지하 ,15㎡,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 방울내로11길 137-8
다락 블랑하우스,남성전용,16.5㎡,50만원,39만원,1인실,O,빌라,3개,1개,1층,74㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 역삼로63길 13
다락 블랑하우스,남성전용,16.5㎡,50만원,32만원,2인실,X,빌라,3개,1개,1층,74㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 역삼로63길 13
다락 블랑하우스,남성전용,16.5㎡,50만원,30만원,3인실,X,빌라,3개,1개,1층,74㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 역삼로63길 13
아띠 쉐어빌리지 아이유하우스 서울역점,성별무관,13㎡,50만원,48만원,1인실,O,빌라,3개,1개,,80㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 한강대로 379-3
아띠 쉐어빌리지 아이유하우스 서울역점,남성전용,15㎡,50만원,36만원,2인실,O,빌라,3개,1개,,80㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 한강대로 379-3
아띠 쉐어빌리지 아이유하우스 서울역점,여성전용,20㎡,50만원,35만원,3인실,O,빌라,3개,1개,,80㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 한강대로 379-3
쉐어하우스 소소한 서초 1호점,여성전용,17.3㎡,100만원,41만원,3인실,O,아파트,4개,2개,5층,163㎡,중앙난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로77길 20
쉐어하우스 소소한 서초 1호점,여성전용,16.4㎡,100만원,51만원,2인실,O,아파트,4개,2개,5층,163㎡,중앙난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로77길 20
쉐어하우스 소소한 서초 1호점,여성전용,18.8㎡,100만원,43만원,3인실,O,아파트,4개,2개,5층,163㎡,중앙난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로77길 20
쉐어하우스 소소한 서초 1호점,여성전용,15.4㎡,140만원,47만원,2인실,O,아파트,4개,2개,5층,163㎡,중앙난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로77길 20
쉐어하우스 보통 아현점,여성전용,2.7㎡,106만원,53만원,1인실,X,빌라,4개,2개,3층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 마포대로21길 44
쉐어하우스 보통 아현점,여성전용,11㎡,90만원,45만원,2인실,X,빌라,4개,2개,3층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 마포대로21길 44
쉐어하우스 보통 아현점,여성전용,6㎡,106만원,53만원,1인실,X,빌라,4개,2개,3층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 마포대로21길 44
쉐어하우스 보통 아현점,여성전용,25㎡,106만원,53만원,2인실,X,빌라,4개,2개,3층,99㎡,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,서울특별시 마포구 마포대로21길 44
쉐어하우스 휴가 공덕역점,여성전용,,105만원,55만원,1인실,X,,3개,2개,,99㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
쉐어하우스 휴가 공덕역점,여성전용,,95만원,48만원,2인실,X,,3개,2개,,99㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
쉐어하우스 휴가 공덕역점,여성전용,,85만원,43만원,2인실,X,,3개,2개,,99㎡,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
우주 78호점,여성전용,,102만원,43만원,2인실,O,아파트,4개,2개,,114.5㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 이문로12길 3-10
우주 78호점,여성전용,,108만원,46만원,2인실,O,아파트,4개,2개,,114.5㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 이문로12길 3-10
우주 78호점,여성전용,,90만원,37만원,2인실,X,아파트,4개,2개,,114.5㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 이문로12길 3-10
우주 78호점,여성전용,,94만원,39만원,2인실,O,아파트,4개,2개,,114.5㎡,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 이문로12길 3-10
